3
20880,0,9
21136,0,13
21392,0,16
21648,0,17
21904,0,32
22160,0,35
22416,0,36
22672,0,37
18320,0,38
18576,0,39
18832,0,40
19088,0,45
19344,0,46
19600,0,48
19856,0,49
20112,0,50
15760,0,51
16016,0,52
16272,0,53
16528,0,54
16784,0,55
17040,0,56
17296,0,57
17552,0,65
13200,0,66
13456,0,67
13712,0,68
13968,0,69
14224,0,70
14480,0,71
14736,0,72
14992,0,73
10640,0,74
10896,0,75
11152,0,76
11408,0,77
11664,0,78
11920,0,79
12176,0,80
12432,0,81
8080,0,82
8336,0,83
8592,0,84
8848,0,85
9104,0,86
9360,0,87
9616,0,88
9872,0,89
5520,0,90
5776,0,90
6032,0,96
6288,0,97
6544,0,98
6800,0,99
7056,0,100
7312,0,102
2960,0,103
3216,0,104
3472,0,105
3728,0,0
3984,0,106
4240,0,107
4496,0,108
4752,0,109
